female,educ,race,minority,hispanic,marstat,faminc,age,given
0,graduate,2,1,2,4,118.66,63,25
1,highschool,3,1,2,5,46.154,31,39
0,highschool,1,0,2,1,100.469,64,50
0,graduate,3,1,2,1,214.872,33,50
0,highschool,1,0,2,1,74.958,77,100
0,highschool,1,0,2,1,72.516,78,45
0,highschool,1,0,2,3,18.528,72,50
0,graduate,3,1,2,1,157.801,61,100
0,college,3,1,2,6,7.64,25,35
1,highschool,1,0,2,1,87.565,76,175
0,college,1,0,2,5,8.738,35,69
1,graduate,2,1,2,5,140.789,42,25
0,college,2,1,2,1,35.036,59,30
0,highschool,1,0,2,1,40.865,77,50
1,graduate,1,0,2,1,100.441,46,1
0,college,1,0,2,1,21.893,31,20
0,highschool,1,0,2,1,79.304,67,1000
0,college,4,1,2,5,45.682,21,50
0,highschool,5,1,2,3,23.513,75,500
1,graduate,3,1,2,5,64.415,31,10
0,college,1,0,2,5,304.322,22,100
0,highschool,6,1,2,1,37.942,59,100
0,highschool,1,0,2,1,49.2,80,25
1,college,1,0,2,3,12.155,67,5
0,college,1,0,2,1,50.669,38,300
0,highschool,6,1,2,1,17.981,71,600
0,highschool,3,1,2,5,34.015,61,200
1,graduate,2,1,2,1,150.286,37,1000
0,college,3,1,2,1,60.019,31,50
0,highschool,1,0,2,5,45.295,18,500
0,college,1,0,2,5,94.799,43,300
1,graduate,4,1,2,5,101.702,33,50
0,graduate,5,1,2,1,121.978,40,20
0,college,1,0,1,3,58.443,53,25
0,graduate,1,0,2,1,243.109,69,200
1,highschool,1,0,2,1,69.594,68,10
0,college,1,0,2,1,120.422,41,5000
0,graduate,4,1,2,5,103.352,38,50
1,college,2,1,2,3,51.743,72,100
1,college,3,1,2,1,50.2,49,20
1,college,1,0,2,1,141.726,30,100
0,graduate,4,1,2,1,330.177,36,1000
1,graduate,4,1,2,5,87.564,30,100
0,highschool,1,0,2,1,70.214,73,50
0,college,2,1,2,1,248.932,72,50
0,highschool,1,0,2,4,73.367,62,100
0,highschool,1,0,2,1,47.389,65,50
1,college,3,1,2,4,133.888,68,100
0,highschool,1,0,2,4,9.391,44,100
1,highschool,1,0,2,1,151.751,61,100
1,highschool,1,0,2,4,133.946,76,100
0,college,2,1,2,5,26.206,28,300
0,highschool,1,0,2,1,45.025,79,50
0,college,1,0,2,1,84.526,39,100
1,highschool,1,0,2,3,58.392,82,100
0,college,3,1,2,1,134.354,32,500
1,college,1,0,1,1,131.723,64,500
0,highschool,1,0,2,1,55.638,65,30
0,college,1,0,2,1,135.678,35,120
1,highschool,1,0,2,3,18.519,72,50
0,college,3,1,2,1,183.332,56,100
1,college,1,0,2,1,41.769,30,100
0,college,1,0,2,1,324.568,46,10
1,highschool,1,0,2,4,80.928,80,40
1,graduate,4,1,2,1,78.636,30,200
0,college,2,1,2,1,327.006,49,50
1,highschool,1,0,2,1,103.078,56,1
0,graduate,3,1,2,1,56.006,64,2500
0,college,5,1,2,1,200.333,34,100
1,highschool,1,0,2,1,39.424,60,20
1,college,2,1,2,5,47.187,31,50
0,college,3,1,2,1,155.49,61,200
0,college,1,0,2,1,64.374,35,25
1,college,2,1,2,1,52.546,43,300
0,highschool,1,0,2,1,38.493,71,25
0,college,1,0,2,1,45.768,39,100
1,graduate,4,1,2,1,93.209,42,35
1,highschool,1,0,2,3,34.262,67,10
1,college,4,1,2,1,182.044,31,200
1,college,3,1,2,1,55.107,35,75
1,college,2,1,2,1,83.776,56,50
0,highschool,1,0,2,1,77.234,58,100
0,college,2,1,2,5,17.7,32,300
0,graduate,7,1,2,5,52.294,39,20
0,college,1,0,1,5,13.858,47,2500
1,college,4,1,2,5,85.709,23,10
1,graduate,3,1,2,3,74.845,33,25
0,college,3,1,2,1,311.154,47,100
0,highschool,1,0,2,1,86.753,69,1000
0,highschool,1,0,2,1,27.609,69,150
0,graduate,4,1,2,5,26.565,38,50
0,college,4,1,2,1,156.275,36,125
1,graduate,4,1,2,5,88.967,36,100
1,college,3,1,2,1,79.973,42,300
0,college,1,0,2,1,50.28,37,100
1,highschool,1,0,2,1,84.83,61,50
0,college,4,1,2,5,158.561,37,10
0,highschool,1,0,2,1,27.969,58,50
1,highschool,1,0,2,3,70.708,65,100
0,graduate,4,1,2,1,142.633,31,100
0,graduate,4,1,2,5,43.819,24,20
0,highschool,1,0,2,1,90.448,71,50
0,college,1,0,2,5,56.069,22,20
1,highschool,1,0,2,1,49.921,76,50
1,college,2,1,2,5,27.056,41,1200
0,college,1,0,2,5,34.54,24,250
0,college,1,0,2,1,80.856,36,100
1,highschool,1,0,2,5,46.105,57,150
1,highschool,1,0,2,3,32.024,77,10
0,graduate,2,1,2,1,86.837,31,5000
1,graduate,2,1,2,5,205.88,38,100
1,highschool,1,0,2,1,103.581,68,100
0,graduate,4,1,2,5,216.848,44,50
1,highschool,2,1,2,5,10.509,23,60
1,college,2,1,2,1,63.319,29,200
1,highschool,1,0,2,3,54.051,69,300
1,college,2,1,2,3,64.894,63,40
0,college,3,1,2,1,106.173,42,250
1,graduate,3,1,2,1,233.053,56,500
1,college,1,0,1,4,134.436,82,60
1,highschool,1,0,2,1,124.492,77,50
1,college,3,1,2,1,91.725,60,150
0,college,2,1,2,1,40.126,45,50
1,graduate,1,0,2,1,203.048,29,100
1,college,2,1,2,4,26.906,63,50
1,highschool,1,0,2,1,86.341,67,100
0,college,1,0,2,5,131.779,20,20
0,highschool,1,0,2,3,41.978,67,10
0,graduate,3,1,2,1,125.874,28,100
0,college,1,0,2,6,116.603,34,150
0,college,1,0,2,3,118.357,34,200
0,college,1,0,2,6,97.714,32,20
0,highschool,2,1,1,6,59.396,39,30
1,college,2,1,2,1,248.658,61,500
0,highschool,1,0,2,3,20.638,62,20
1,highschool,1,0,2,1,71.664,60,50
0,highschool,1,0,2,2,51.716,76,200
0,highschool,4,1,2,1,45.213,90,100
1,highschool,1,0,2,3,47.375,81,100
1,graduate,2,1,2,5,55.313,30,50
1,college,3,1,2,1,111.592,30,300
1,college,2,1,2,4,30.793,70,50
1,college,4,1,2,5,61.901,28,50
0,highschool,1,0,2,4,35.03,75,50
0,college,1,0,2,1,52.953,39,100
0,college,1,0,2,5,45.37,25,60
0,college,3,1,2,5,33.448,45,100
1,highschool,1,0,2,1,53.833,69,100
1,graduate,3,1,2,1,90.549,34,250
0,graduate,1,0,2,1,80.634,82,100
0,college,2,1,2,1,63.291,71,7
1,highschool,2,1,2,5,14.725,29,60
1,highschool,1,0,2,6,92.361,69,100
1,highschool,1,0,2,5,33.438,70,50
0,college,1,0,2,1,73.194,31,50
0,college,4,1,2,6,10.84,32,120
1,graduate,2,1,2,5,49.777,31,50
0,college,1,0,2,1,224.582,41,500
0,college,1,0,2,5,70.008,29,100
0,highschool,1,0,2,1,33.081,69,200
0,college,1,0,2,3,36.88,40,100
0,highschool,1,0,2,1,59.314,63,12
0,college,4,1,2,1,110.694,43,1000
0,college,1,0,2,6,51.935,43,100
0,college,1,0,2,5,118.108,27,200
0,college,1,0,2,1,80.534,42,50
0,college,5,1,2,5,44.161,38,500
0,college,2,1,2,6,61.926,23,1000
0,graduate,4,1,2,1,97.425,27,50
1,college,1,0,1,1,95.337,62,5
0,college,1,0,2,1,150.254,35,25
1,college,2,1,2,1,57.816,28,5
0,college,1,0,2,6,35.202,24,100
0,college,1,0,2,6,73.705,41,50
0,college,1,0,2,3,23.357,41,50
1,graduate,1,0,1,1,224.095,64,200
0,college,3,1,2,1,150.836,42,500
1,college,2,1,2,5,88.541,64,175
0,highschool,1,0,2,1,55.274,75,100
0,graduate,4,1,2,1,27.995,22,88
1,highschool,1,0,2,1,73.714,61,150
0,college,4,1,2,5,44.674,28,100
0,college,1,0,2,1,73.512,39,100
0,college,1,0,2,1,58.05,39,5
1,highschool,1,0,2,4,69.687,71,60
0,college,1,0,2,5,32.321,32,300
1,college,1,0,1,1,20.478,52,50
0,highschool,6,1,2,6,48.278,26,300
0,college,4,1,2,1,162.826,34,500
0,college,1,0,2,1,93.965,40,200
0,highschool,1,0,2,1,72.689,58,1
1,graduate,3,1,2,3,136.921,36,100
1,college,1,0,1,1,336.002,52,80
1,college,4,1,2,5,82.011,29,50
0,college,1,0,2,1,54.417,31,100
0,college,3,1,2,5,39.391,33,50
1,highschool,1,0,2,1,87.095,72,300
0,college,1,0,2,1,50.631,41,30
0,college,2,1,2,5,37.818,49,10
0,college,4,1,2,1,113.465,41,50
0,highschool,1,0,2,1,96.52,65,200
0,graduate,4,1,2,1,122.79,39,50
0,highschool,1,0,2,1,50.942,80,50
1,college,1,0,2,1,51.791,30,50
1,highschool,1,0,2,1,91.825,76,200
0,college,4,1,2,1,118.675,25,250
1,college,2,1,2,1,38.324,33,5
1,graduate,3,1,2,1,93.132,44,200
0,highschool,2,1,2,5,94.459,23,100
1,college,1,0,1,1,106.382,34,100
0,highschool,1,0,2,3,43.725,69,20
1,college,1,0,2,6,62.427,28,50
0,college,2,1,2,1,60.547,50,50
0,highschool,1,0,2,6,42.977,55,100
0,college,3,1,2,5,47.088,37,100
0,graduate,4,1,2,1,59.564,32,200
0,highschool,1,0,2,1,48.411,55,25
0,college,1,0,2,5,64.086,35,300
1,graduate,2,1,2,1,148.345,30,1
1,graduate,2,1,2,5,40.792,27,1
0,college,1,0,2,5,49.001,27,50
1,highschool,2,1,2,5,7.748,19,20
1,highschool,1,0,2,5,43.816,28,300
0,graduate,3,1,2,1,54.733,33,69
0,college,3,1,2,6,198.252,48,200
0,highschool,2,1,2,1,89.901,28,25
1,college,1,0,2,1,118.094,30,50
0,highschool,1,0,2,5,39.732,61,75
0,college,1,0,1,1,167.74,44,200
0,college,7,1,1,1,70.201,31,1000
0,highschool,1,0,2,5,3.032,43,100
0,college,1,0,2,1,69.96,41,30
0,college,2,1,2,6,123.883,67,10
1,college,2,1,2,5,35.608,19,666
0,highschool,1,0,2,1,66.833,58,300
0,college,3,1,2,6,114.321,39,50
0,college,4,1,2,5,247.125,19,100
0,college,1,0,2,5,68.423,29,75
0,college,1,0,2,1,127.166,41,250
0,graduate,1,0,2,1,414.617,85,250
0,highschool,1,0,2,1,23.3,49,500
0,highschool,1,0,2,6,29.743,76,420
0,college,1,0,2,5,53.918,49,25
0,graduate,1,0,2,1,142.293,83,2500
0,graduate,1,0,2,1,81.409,78,400
1,college,1,0,2,1,38.464,80,10
1,graduate,1,0,2,1,180.218,67,200
1,college,1,0,1,1,137.351,59,100
1,highschool,1,0,2,1,176.575,55,50
0,college,2,1,2,6,91.159,39,300
0,highschool,3,1,2,1,71.058,66,500
1,college,2,1,2,1,116.911,51,500
0,highschool,1,0,2,1,37.676,76,25
0,highschool,1,0,2,1,93.025,55,250
0,graduate,3,1,2,1,184.206,42,150
1,college,3,1,2,1,112.432,59,1000
0,graduate,1,0,2,5,65.852,30,50
0,highschool,1,0,2,3,48.639,62,50
1,college,3,1,2,3,98.559,76,500
0,highschool,1,0,2,4,22.487,72,30
1,college,3,1,2,6,118.017,30,20
1,college,2,1,2,1,162.49,37,5
1,highschool,1,0,2,3,19.796,67,5
1,college,1,0,2,3,68.743,67,300
0,college,3,1,2,1,20.609,26,25
0,college,1,0,2,4,102.185,33,200
1,highschool,3,1,2,6,22.797,46,5000
0,graduate,1,0,2,1,114.227,68,250
1,graduate,3,1,2,1,92.884,38,100
0,college,1,0,2,1,114.463,71,50
0,college,1,0,2,5,439.961,24,20
0,college,1,0,2,1,92.612,70,2500
0,graduate,1,0,2,1,70.023,78,300
0,college,1,0,2,1,147.105,66,100
1,college,1,0,2,3,72.283,61,50
1,graduate,4,1,2,1,224.321,62,200
1,college,1,0,2,1,48.729,66,20
0,graduate,1,0,2,1,295.73,61,250
0,college,1,0,2,3,80.19,56,250
0,graduate,1,0,2,4,71.409,75,300
0,college,1,0,2,1,67.017,65,100
0,college,1,0,2,1,105.84,77,100
1,college,1,0,1,1,30.933,31,600
0,college,1,0,2,1,249.876,59,50
0,highschool,2,1,2,5,60.093,50,15
0,graduate,1,0,2,3,128.821,59,50
0,graduate,8,1,2,1,153.864,64,150
1,college,1,0,2,3,34.813,57,100
0,graduate,5,1,1,1,179.492,70,200
0,graduate,1,0,2,5,166.788,37,100
1,graduate,1,0,2,1,33.874,78,6
0,graduate,1,0,2,1,195.761,60,400
1,graduate,3,1,2,5,117.469,52,50
0,college,1,0,2,1,79.987,69,500
1,college,1,0,2,5,24.795,58,5
1,graduate,1,0,2,3,184.894,60,200
1,college,1,0,2,1,137.064,78,100
1,graduate,1,0,2,5,49.807,63,5
1,college,4,1,2,5,85.694,55,100
1,graduate,1,0,2,5,61.946,66,150
0,college,1,0,2,1,80.643,68,20
0,highschool,1,0,2,1,91.839,79,50
0,college,1,0,2,3,84.126,54,100
1,college,1,0,1,3,52.212,44,100
0,college,2,1,2,1,76.66,68,150
1,college,1,0,2,1,178.644,44,500
1,college,1,0,2,3,34.233,75,50
1,graduate,1,0,2,1,81.299,70,100
1,graduate,1,0,2,4,79.204,79,50
1,college,1,0,2,5,21.953,48,20
0,college,2,1,2,1,130.135,75,600
0,college,1,0,2,6,71.644,27,500
0,highschool,1,0,2,4,33.417,87,500
0,college,1,0,2,1,88.596,58,1000
1,graduate,1,0,2,1,148.39,62,500
1,college,3,1,2,5,99.913,42,50
0,college,1,0,2,1,207.304,59,50
1,graduate,1,0,2,1,402.271,39,400
0,highschool,1,0,2,1,97.569,43,50
0,college,1,0,2,1,116.151,65,1200
0,college,1,0,2,5,73.107,48,100
0,college,2,1,2,5,84.032,42,150
0,college,1,0,2,1,97.604,56,20
1,graduate,1,0,2,5,47.809,50,75
0,college,1,0,2,1,189.644,50,1000
0,college,3,1,2,5,145.859,36,50
0,college,1,0,2,5,79.333,49,25
0,graduate,1,0,2,1,143.171,63,25
0,graduate,1,0,2,1,332.666,41,1500
0,college,1,0,2,1,92.116,57,1000
1,graduate,1,0,2,5,99.156,35,200
0,college,1,0,2,1,62.099,76,100
1,college,1,0,2,1,141.111,67,100
1,college,1,0,2,1,23.049,75,150
1,college,1,0,2,1,78.387,61,100
0,college,3,1,2,5,24.331,26,200
1,highschool,1,0,2,1,226.311,66,100
1,graduate,3,1,2,1,335.784,47,100
0,college,1,0,2,5,30.833,37,10
0,college,1,0,2,5,276.558,26,20
1,highschool,1,0,2,1,80.797,70,10
0,graduate,1,0,2,1,129.19,59,50
0,college,1,0,2,5,60.797,50,1570
1,college,1,0,2,4,22.088,70,100
1,college,1,0,2,1,190.657,46,200
1,college,1,0,2,1,124.746,55,100
0,highschool,1,0,2,1,60.453,65,200
0,graduate,1,0,2,1,109.444,63,200
0,college,1,0,2,1,109.824,59,600
0,college,3,1,2,6,71.713,46,500
0,college,1,0,2,1,101.932,59,100
0,college,1,0,2,1,64.362,56,100
0,highschool,1,0,2,1,30.004,74,400
1,highschool,1,0,2,1,72.549,75,10
1,graduate,2,1,2,1,72.47,71,100
1,graduate,1,0,2,5,46.916,64,75
0,college,1,0,2,5,135.235,34,125
0,highschool,1,0,2,1,46.584,76,100
0,college,1,0,2,5,30.454,34,100
1,college,1,0,2,1,78.541,66,50
1,college,2,1,2,3,42.312,51,50
0,highschool,1,0,2,1,104.218,45,50
0,graduate,1,0,2,1,42.559,27,20
0,college,1,0,2,5,13.737,26,3
0,college,2,1,2,5,12.012,26,50
0,highschool,1,0,2,1,87.522,49,25
0,highschool,1,0,2,1,127.651,54,250
0,highschool,1,0,2,1,91.226,64,100
1,college,1,0,1,1,63.062,82,500
1,graduate,1,0,2,1,78.943,59,50
1,graduate,1,0,2,1,165.734,38,100
0,highschool,1,0,2,1,85.278,65,50
0,highschool,2,1,2,5,131.312,18,100
0,highschool,2,1,2,5,24.208,27,100
1,college,1,0,2,1,99.872,60,25
1,highschool,1,0,2,4,87.839,72,100
1,college,1,0,2,1,48.878,77,100
0,highschool,1,0,2,1,86.548,69,100
1,college,1,0,2,1,75.152,45,50
1,graduate,1,0,2,1,179.16,51,500
0,graduate,1,0,2,1,119.051,38,300
0,highschool,3,1,2,5,21.319,20,200
0,highschool,1,0,2,1,81.61,70,25
0,college,1,0,2,1,51.157,51,250
0,highschool,1,0,2,1,57.748,82,50
0,college,1,0,2,1,137.727,35,323
1,college,1,0,1,1,60.277,66,1200
1,college,1,0,2,3,97.923,47,50
1,college,1,0,2,5,185.976,28,1
1,college,1,0,2,4,89.357,65,100
1,college,1,0,2,1,34.845,29,1
1,college,2,1,2,3,36.063,71,25
1,college,1,0,2,3,15.13,57,15
1,college,1,0,1,1,35.706,21,20
1,highschool,1,0,2,4,29.627,73,100
1,college,3,1,2,1,119.512,43,1000
1,college,1,0,1,6,185.611,69,100
0,college,3,1,2,5,51.487,28,500
1,highschool,1,0,2,1,135.049,63,25
1,college,2,1,2,3,47.457,34,10
1,college,3,1,2,1,115.916,35,5000
1,college,1,0,2,6,95.851,30,50
0,college,3,1,2,1,144.241,38,134
0,college,1,0,2,1,30.157,30,20
1,college,1,0,1,1,90.514,55,50
0,highschool,1,0,2,1,72.169,76,100
1,highschool,1,0,2,1,58.078,75,100
1,highschool,1,0,2,5,65.247,78,200
0,highschool,1,0,2,1,146.506,76,500
0,highschool,1,0,2,1,32.472,68,50
1,college,1,0,2,1,47.908,27,25
0,college,3,1,2,5,63.452,38,50
1,college,4,1,2,1,141.014,30,50
1,college,2,1,2,1,102.356,57,1
1,highschool,6,1,2,1,42.808,75,50
0,college,1,0,2,1,28.959,39,50
0,highschool,1,0,2,1,80.992,74,100
1,college,4,1,2,5,64.934,25,50
1,college,3,1,2,5,102.293,26,1
0,college,3,1,2,1,171.281,68,500
0,college,3,1,2,5,89.575,73,100
1,college,3,1,2,1,109.807,50,100
0,college,3,1,2,1,220.279,48,220
0,graduate,1,0,2,1,231.948,78,450
0,college,3,1,2,1,185.68,53,500
0,graduate,3,1,2,1,126.046,68,350
1,college,3,1,2,1,42.891,48,25
1,graduate,1,0,1,1,318.083,55,100
0,college,3,1,2,6,116.683,63,1000
0,college,3,1,2,1,72.378,42,200
1,college,3,1,2,1,103.918,52,25
0,college,3,1,2,1,131.341,54,100
0,college,3,1,2,5,224.513,32,100
0,college,3,1,2,1,102.146,46,100
1,college,7,1,1,3,51.103,44,50
0,graduate,3,1,2,4,147.54,69,500
0,college,3,1,2,1,74.28,55,300
0,college,3,1,2,1,119.061,27,10
0,graduate,1,0,1,1,349.055,71,200
0,highschool,3,1,2,1,123.14,59,100
0,college,3,1,2,1,35.892,53,20
1,college,3,1,2,1,87.796,53,20
1,college,3,1,2,1,105.361,47,25
1,graduate,3,1,2,1,225.4,52,100
1,college,1,0,1,5,63.352,25,20
1,graduate,1,0,1,1,111.032,70,450
0,college,3,1,2,1,53.875,49,150
1,graduate,3,1,2,1,249.421,42,1000
1,graduate,6,1,1,3,99.177,59,400
1,college,3,1,2,5,95.928,22,50
1,college,3,1,2,6,114.894,43,5
1,graduate,3,1,2,4,89.771,78,100
0,graduate,6,1,1,6,129.215,73,75
1,college,3,1,2,5,82.552,36,200
0,college,3,1,2,2,43.986,67,250
1,college,3,1,2,1,35.318,31,10
1,highschool,3,1,2,1,69.698,61,100
0,graduate,1,0,2,1,81.465,76,150
0,graduate,1,0,2,1,115.343,81,100
0,college,1,0,2,1,187.015,62,50
0,college,6,1,2,1,52.615,51,300
0,graduate,1,0,2,1,220.845,64,500
0,college,1,0,2,1,65.489,82,100
0,graduate,6,1,2,1,116.142,73,2000
0,college,1,0,2,3,59.102,70,125
0,college,1,0,2,1,90.954,68,200
0,college,1,0,2,1,187.743,67,500
0,college,2,1,2,1,229.186,52,300
0,graduate,1,0,2,1,265.908,73,25
0,college,1,0,2,1,65.434,67,200
0,college,1,0,2,1,124.035,59,600
0,graduate,1,0,2,3,150.917,68,2200
0,graduate,1,0,2,1,121.015,57,100
0,college,1,0,2,1,61.107,65,100
0,college,1,0,2,1,101.768,69,1000
0,college,1,0,2,1,74.002,78,200
0,college,1,0,2,1,135.427,71,100
0,college,1,0,2,4,38.867,81,25
0,graduate,1,0,2,1,349.117,68,50
0,graduate,1,0,2,1,149.572,50,100
0,college,1,0,2,5,26.735,54,20
0,college,1,0,2,5,169.4,63,236
0,college,1,0,2,1,192.352,59,150
0,graduate,1,0,2,1,235.632,69,2500
0,highschool,1,0,2,6,29.515,59,10
0,college,1,0,2,1,43.243,76,25
0,college,1,0,2,1,112.907,60,2500
0,college,1,0,2,1,131.978,33,25
0,graduate,1,0,2,1,185.856,83,300
0,college,1,0,2,1,405.742,49,250
0,college,1,0,2,1,73.185,51,75
0,graduate,1,0,2,1,50.064,74,300
0,college,1,0,2,1,86.465,49,25
0,college,1,0,2,1,98.996,73,150
0,college,1,0,2,1,148.814,53,1000
0,college,1,0,2,4,41.136,87,100
0,graduate,1,0,2,1,177.601,58,225
0,graduate,1,0,2,1,80.092,69,50
0,college,1,0,2,1,133.446,49,10
0,college,1,0,2,1,90.614,73,250
0,graduate,1,0,2,1,92.411,84,500
0,college,6,1,2,1,53.97,51,25
0,graduate,1,0,2,5,58.911,61,240
0,college,1,0,2,1,107.029,70,200
0,college,1,0,2,1,175.045,58,20
0,graduate,1,0,2,1,208.631,76,1000
0,graduate,1,0,2,1,147.942,57,200
0,college,1,0,2,1,108.037,80,300
0,graduate,6,1,2,1,72.794,66,50
0,graduate,1,0,2,1,141.655,46,50
0,college,1,0,2,1,79.967,75,200
0,college,1,0,2,1,187.806,69,100
0,college,1,0,2,1,79.307,79,50
0,college,1,0,2,2,56.119,81,75
0,college,1,0,2,1,131.206,73,250
0,college,1,0,2,1,54.037,76,200
0,college,1,0,2,1,40.162,77,100
0,college,1,0,2,1,165.161,69,490
0,college,1,0,2,4,20.034,88,50
0,graduate,1,0,2,1,52.844,86,300
0,college,1,0,2,1,113.488,70,200
0,college,1,0,2,3,73.569,66,150
0,graduate,1,0,2,1,86.167,81,120
0,graduate,1,0,2,6,145.926,64,100
0,college,1,0,2,3,35.503,82,650
0,graduate,1,0,2,5,126.512,66,250
0,graduate,1,0,2,1,131.548,58,100
0,graduate,1,0,2,5,135.762,84,200
0,graduate,1,0,2,1,171.051,50,150
0,college,1,0,2,1,81.926,78,50
0,graduate,1,0,2,1,189.746,69,50
0,graduate,1,0,2,1,198.167,55,350
0,graduate,1,0,2,1,103.817,66,50
0,college,1,0,2,4,95.755,70,600
0,graduate,1,0,2,1,125.497,63,100
0,graduate,1,0,2,4,122.201,77,1000
0,college,1,0,2,1,45.143,72,120
0,graduate,1,0,2,1,120.142,53,700
0,graduate,1,0,2,1,107.199,88,100
0,highschool,1,0,2,1,30.624,64,10
0,college,1,0,2,3,142.503,54,50
0,college,1,0,2,1,168.567,57,2000
0,college,1,0,2,1,122.824,71,50
0,graduate,1,0,2,1,108.421,70,200
0,graduate,1,0,2,5,79.888,52,500
0,graduate,1,0,2,1,58.592,54,300
0,college,1,0,2,1,137.374,82,500
0,graduate,5,1,2,1,105.049,79,500
0,graduate,1,0,2,1,198.807,60,2500
0,graduate,1,0,2,1,174.86,64,50
0,graduate,1,0,2,5,112.419,49,100
0,college,1,0,2,1,86.011,84,700
0,college,1,0,2,1,79.924,76,200
0,graduate,1,0,2,5,33.592,73,250
0,college,1,0,2,1,90.625,70,50
0,graduate,1,0,2,1,129.389,70,100
0,college,1,0,2,4,52.181,82,150
0,graduate,1,0,2,1,94.569,73,50
0,graduate,1,0,2,1,125.936,73,100
0,college,1,0,2,3,66.197,61,500
0,graduate,1,0,2,1,136.977,73,50
0,graduate,1,0,2,1,391.979,76,1000
0,graduate,1,0,2,1,121.182,65,200
0,college,6,1,2,3,79.213,69,200
0,graduate,2,1,2,6,70.733,73,500
0,college,1,0,2,1,148.868,69,100
0,college,1,0,2,1,71.566,81,100
0,graduate,1,0,2,1,137.539,68,125
0,college,1,0,2,1,154.29,77,1000
0,college,1,0,2,1,147.505,78,100
0,college,1,0,2,1,116.631,71,150
0,graduate,1,0,2,1,99.538,78,50
0,graduate,1,0,2,1,266.142,52,100
0,college,1,0,2,1,42.951,70,100
0,college,1,0,2,1,118.996,52,50
0,graduate,1,0,2,1,73.045,68,50
0,graduate,1,0,2,1,175.976,70,25
0,college,1,0,2,1,91.638,75,500
0,college,1,0,2,1,93.811,79,100
0,college,1,0,2,1,143.706,56,150
0,graduate,1,0,2,1,79.685,81,25
0,college,1,0,2,1,142.661,49,2000
0,college,1,0,2,1,111.992,79,1
0,college,1,0,2,1,129.64,53,50
0,college,1,0,2,1,168.851,80,100
0,college,1,0,2,5,97.617,80,300
0,graduate,1,0,2,1,126.563,68,50
0,college,1,0,2,1,71.067,75,150
0,college,1,0,2,5,33.062,44,50
0,college,1,0,2,5,86.884,56,250
0,college,1,0,2,1,118.727,47,500
0,college,1,0,2,1,115.887,66,100
0,college,1,0,2,1,62.659,53,500
0,college,2,1,2,1,54.978,65,800
0,graduate,1,0,2,1,319.345,78,2099
0,college,1,0,2,1,70.175,85,400
0,college,1,0,2,1,147.456,56,500
0,college,1,0,2,1,305.156,50,1200
0,graduate,1,0,2,4,27.938,73,210
0,graduate,1,0,2,1,135.103,74,118
0,college,1,0,2,1,159.203,67,225
0,college,1,0,2,1,229.122,48,1000
0,college,1,0,2,1,243.948,52,1500
0,graduate,1,0,2,1,151.127,69,200
0,graduate,1,0,2,1,144.37,59,100
0,graduate,1,0,1,1,82.11,61,10
0,college,1,0,2,1,50.039,75,100
0,college,1,0,2,6,198.281,46,500
0,graduate,1,0,2,6,48.589,69,150
0,college,1,0,2,1,203.319,44,100
0,college,1,0,2,5,69.236,55,500
0,graduate,1,0,2,1,282.013,56,50
0,college,1,0,2,6,97.987,83,98
0,graduate,1,0,2,1,183.184,68,100
0,college,1,0,2,4,149.195,70,50
0,graduate,1,0,2,5,52.963,48,100
0,graduate,1,0,2,1,80.992,52,4
0,highschool,1,0,2,1,130.389,68,50
0,college,1,0,2,3,22.575,41,20
0,graduate,1,0,2,1,134.284,74,200
0,college,1,0,2,5,30.943,73,100
0,college,1,0,2,1,338.341,52,2000
0,college,1,0,2,1,128.216,73,500
0,graduate,1,0,2,5,47.292,59,250
0,graduate,1,0,2,1,105.199,82,200
0,graduate,1,0,2,1,86.911,75,200
0,graduate,1,0,2,1,144.05,73,4000
0,graduate,1,0,2,1,117.06,84,750
0,college,1,0,2,1,96.974,77,100
0,graduate,1,0,2,1,200.608,70,200
0,college,1,0,2,1,169.972,66,90
0,college,1,0,2,1,136.423,70,100
0,college,1,0,2,3,111.421,50,200
0,graduate,1,0,2,1,173.035,55,400
0,graduate,1,0,2,1,89.834,63,50
0,college,1,0,2,1,75.307,80,25
0,college,1,0,2,1,101.713,73,50
0,graduate,1,0,2,4,127.166,81,540
1,college,3,1,2,6,36.056,60,80
1,highschool,1,0,2,1,86.886,71,25
1,college,6,1,1,1,122.94,42,40
1,highschool,1,0,2,3,19.472,56,100
1,college,2,1,2,5,44.894,39,100
0,college,6,1,1,5,14.429,26,10
1,college,3,1,2,1,125.404,66,100
1,highschool,1,0,2,1,90.541,77,100
1,college,3,1,2,1,171.179,55,500
0,college,2,1,2,5,38.384,61,5
0,college,1,0,2,5,69.335,20,10
0,highschool,1,0,2,1,85.178,70,200
0,college,1,0,2,1,129.175,35,1000
1,college,1,0,2,5,49.905,30,30
1,highschool,1,0,2,1,15.749,44,20
1,college,2,1,2,5,76.738,62,20
0,highschool,1,0,2,1,113.893,60,500
1,highschool,1,0,2,4,25.796,72,20
1,highschool,1,0,2,1,59.532,76,50
0,highschool,1,0,2,3,37.794,46,100
1,highschool,1,0,2,3,82.807,63,100
0,highschool,1,0,2,5,91.353,69,100
0,highschool,1,0,2,5,53.382,65,250
0,highschool,1,0,2,1,114.563,51,135
0,highschool,7,1,2,5,114.177,44,500
0,highschool,1,0,2,4,32.407,55,150
1,highschool,1,0,2,6,91.396,52,50
